first_name,last_name,birth_date,from_date,to_date,title
Mingsen,Weiland,1965-01-01,1995-10-12,9999-01-01,Staff
Prodip,Ritcey,1965-01-10,1986-09-10,9999-01-01,Senior Staff
Ranga,Waymire,1965-01-29,1997-01-27,9999-01-01,Senior Staff
Yefim,Pettey,1965-01-10,1993-08-07,9999-01-01,Senior Staff
Satyanarayana,Brandsma,1965-01-07,1999-12-08,9999-01-01,Engineer
Vojin,Laventhal,1965-01-21,1991-10-18,9999-01-01,Engineer
Limsoon,Leppanen,1965-01-16,1993-01-21,9999-01-01,Engineer
Shen,Yamaashi,1965-01-13,1995-02-19,9999-01-01,Staff
Ayakannu,Heinisuo,1965-01-22,1986-06-28,9999-01-01,Senior Staff
Jiann,Munro,1965-01-08,1988-05-18,9999-01-01,Senior Engineer
Uma,Prampolini,1965-01-29,1991-02-21,9999-01-01,Engineer
Holgard,Stavenow,1965-01-04,1986-02-28,9999-01-01,Senior Staff
Mari,Swick,1965-01-10,1991-04-08,9999-01-01,Senior Staff
Sajjad,Vecchi,1965-01-30,1993-06-02,9999-01-01,Senior Staff
Isaac,Klerer,1965-01-10,1995-03-19,9999-01-01,Senior Staff
Atilio,Randi,1965-01-27,1988-07-02,9999-01-01,Engineer
Hideyuki,Flanders,1965-01-27,1988-11-10,9999-01-01,Engineer
Gift,Solares,1965-01-01,1995-08-01,9999-01-01,Senior Staff
Alois,Sanella,1965-01-19,1998-03-13,9999-01-01,Staff
Yongmin,Sidje,1965-01-18,2001-10-31,2002-02-20,Engineer
Vitali,Rothenberg,1965-01-03,1989-10-04,9999-01-01,Senior Staff
Uzi,Kugler,1965-01-09,1991-01-12,9999-01-01,Senior Staff
Rayond,Schach,1965-01-16,1995-04-22,9999-01-01,Engineer
Herbert,Itzigehl,1965-01-27,1990-07-04,9999-01-01,Senior Engineer
Michaela,Fandrianto,1965-01-22,1986-06-02,9999-01-01,Senior Engineer
Shaunak,Solovay,1965-01-13,1992-12-26,1994-01-13,Senior Staff
Boaz,Bottner,1965-01-19,1994-02-06,9999-01-01,Staff
Caolyn,Poujol,1965-01-15,1995-12-03,9999-01-01,Technique Leader
Sudhanshu,Toyoshima,1965-01-07,1987-08-29,9999-01-01,Senior Staff
Koldo,Peternell,1965-01-25,1992-11-05,1993-04-06,Staff
Munenori,Shobatake,1965-01-14,1992-01-10,9999-01-01,Senior Staff
Jaana,Werthner,1965-01-02,1989-07-27,9999-01-01,Senior Staff
Hidefumi,Saoudi,1965-01-22,1990-09-15,1996-05-18,Engineer
Jeanna,Ghandeharizadeh,1965-01-26,1990-08-11,9999-01-01,Senior Engineer
Maren,DuCasse,1965-01-05,1997-11-29,9999-01-01,Engineer
Niranjan,Debuse,1965-01-09,1992-09-21,9999-01-01,Engineer
Hugo,Comte,1965-01-24,1992-06-30,1993-12-05,Senior Staff
Chiranjit,Lyonns,1965-01-10,1986-12-24,9999-01-01,Assistant Engineer
Vasilii,Verhaegen,1965-01-07,1991-03-25,1991-04-24,Staff
Niteen,Ebeling,1965-01-24,1988-03-29,9999-01-01,Senior Staff
Lenore,Badache,1965-01-26,1998-11-24,9999-01-01,Staff
Hironoby,Farrar,1965-01-18,1987-11-03,1996-11-12,Technique Leader
Jahangir,Hofting,1965-01-31,1986-09-28,9999-01-01,Senior Staff
Kish,Herbst,1965-01-13,1996-08-18,9999-01-01,Staff
Heeju,Lorys,1965-01-04,1986-12-27,9999-01-01,Engineer
Ipke,Farrar,1965-01-16,1991-03-04,1999-12-03,Senior Engineer
Phillip,Fontet,1965-01-11,1991-09-03,1998-02-07,Staff
Zijian,Covnot,1965-01-08,1994-09-13,9999-01-01,Assistant Engineer
Khosrow,Sommen,1965-01-06,1990-03-03,9999-01-01,Senior Engineer
Fumitake,Marchegay,1965-01-16,1991-09-29,1997-06-12,Assistant Engineer
Parke,Staylopatis,1965-01-29,1993-07-31,9999-01-01,Engineer
Masanao,Papastamatiou,1965-01-17,1985-11-25,9999-01-01,Engineer
Hideo,Ratnakar,1965-01-06,1985-06-13,1998-03-20,Assistant Engineer
Alper,Shinomoto,1965-01-16,1997-10-20,9999-01-01,Engineer
Nahla,Serdy,1965-01-25,1993-09-09,9999-01-01,Senior Staff
Xinglin,Haldar,1965-01-13,1988-07-20,9999-01-01,Senior Staff
Nahum,Codenie,1965-01-18,1999-06-14,9999-01-01,Engineer
Zijian,Lammel,1965-01-03,1996-07-01,9999-01-01,Staff
Candida,Felcyn,1965-01-28,1986-08-04,2002-05-25,Assistant Engineer
Chenxi,Pusterhofer,1965-01-30,1996-06-02,2000-07-12,Staff
Fay,Bellmore,1965-01-05,1989-05-03,9999-01-01,Engineer
Nathalie,Foote,1965-01-04,1991-07-20,1992-06-20,Senior Engineer
Cullen,Mikschl,1965-01-19,1990-01-16,1990-03-11,Senior Staff
Sanjai,Kopetz,1965-01-15,1999-05-21,2000-06-07,Assistant Engineer
Fun,Seiwald,1965-02-01,1994-06-24,2000-02-15,Engineer
Ishfaq,Mahmud,1965-01-22,1991-11-29,9999-01-01,Senior Staff
Pintsang,Fujisawa,1965-01-25,1996-04-16,9999-01-01,Senior Staff
Duri,Beznosov,1965-01-03,1988-02-15,9999-01-01,Senior Engineer
Oksana,Redmiles,1965-01-15,1985-06-22,9999-01-01,Engineer
Theron,Ressouche,1965-01-04,1988-08-17,9999-01-01,Engineer
Martijn,Azevdeo,1965-01-21,1988-02-10,9999-01-01,Senior Engineer
Gal,Ranta,1965-01-11,1992-11-07,9999-01-01,Engineer
Moto,Kobara,1965-01-05,1991-12-12,9999-01-01,Engineer
Anneke,Hammerschmidt,1965-01-16,1996-01-30,9999-01-01,Engineer
Nahum,Schahn,1965-01-20,1998-02-17,2000-03-15,Senior Engineer
Xiaocheng,Kumaresan,1965-01-02,1994-10-03,9999-01-01,Staff
Theron,Ravishankar,1965-01-09,1991-12-27,1999-10-09,Engineer
Lena,Kohling,1965-01-27,1986-10-04,9999-01-01,Engineer
Kellyn,Bage,1965-01-09,1994-11-04,9999-01-01,Senior Staff
Arnould,Buescher,1965-01-02,1998-03-26,9999-01-01,Engineer
Utpal,Zaumen,1965-01-21,1991-02-25,9999-01-01,Senior Staff
Jaques,Nanard,1965-01-28,1996-07-16,9999-01-01,Staff
Toshimitsu,Seuren,1965-01-06,1995-01-19,9999-01-01,Senior Staff
Behnaam,Bierbaum,1965-01-26,1999-01-31,9999-01-01,Engineer
Nahum,Nishimukai,1965-01-27,1991-02-02,1994-07-29,Engineer
Sigeru,Versino,1965-01-24,1998-08-31,9999-01-01,Engineer
Woody,Trelles,1965-01-01,1996-05-23,9999-01-01,Senior Engineer
Steve,Dengi,1965-02-01,1999-09-15,9999-01-01,Staff
Youjian,Felder,1965-01-13,1993-07-15,9999-01-01,Senior Staff
Elliott,Speer,1965-01-05,1998-08-08,9999-01-01,Engineer
Sasan,Deville,1965-01-02,1994-10-11,2001-04-25,Technique Leader
Shigeaki,Gihr,1965-01-01,1994-03-18,9999-01-01,Engineer
Jovan,Hockney,1965-01-18,1990-06-21,9999-01-01,Engineer
Sailaja,Negoita,1965-01-06,1988-01-20,9999-01-01,Assistant Engineer
Aamod,Ranka,1965-01-23,1992-12-07,9999-01-01,Senior Staff
Vidar,Ozeki,1965-01-09,1996-06-17,9999-01-01,Technique Leader
Mooi,Perfilyeva,1965-01-24,1998-05-11,1999-01-04,Engineer
Randi,Munos,1965-01-23,1990-09-07,9999-01-01,Senior Staff
Troy,Kobuchi,1965-01-09,1991-02-12,9999-01-01,Engineer
Kauko,Narwekar,1965-01-22,1985-12-16,9999-01-01,Engineer
IEEE,VanScheik,1965-01-11,1992-02-11,1993-11-20,Staff
Shay,Heystek,1965-01-25,1989-04-01,9999-01-01,Senior Staff
Masoud,Asmuth,1965-01-11,1994-09-05,9999-01-01,Staff
Yifei,Birjandi,1965-01-16,1994-02-07,9999-01-01,Senior Staff
Cristinel,Gerlach,1965-01-02,1996-01-09,9999-01-01,Engineer
Susumu,Swiss,1965-01-21,1991-11-15,9999-01-01,Senior Staff
Horward,Khasidashvili,1965-01-31,1998-11-19,9999-01-01,Senior Engineer
Vivian,Hennebert,1965-01-31,1991-04-10,1994-06-11,Staff
Bedrich,Rosenbaum,1965-01-30,1991-01-27,9999-01-01,Engineer
Nikolaus,Akaboshi,1965-01-21,1990-09-20,1995-07-04,Staff
Bowen,Narwekar,1965-01-20,1985-03-08,9999-01-01,Senior Engineer
Fai,Maccarone,1965-01-31,1985-10-30,9999-01-01,Senior Staff
Soenke,Lemarechal,1965-01-04,1994-09-04,9999-01-01,Senior Staff
Hilari,Vecchio,1965-01-09,1993-04-24,9999-01-01,Senior Staff
Zijian,Rindone,1965-01-22,1989-07-09,9999-01-01,Senior Staff
Fox,Lodder,1965-01-11,1988-02-17,1994-01-29,Staff
Boalin,Byoun,1965-01-15,1990-10-01,9999-01-01,Senior Staff
Kwangjo,Menhardt,1965-01-08,1996-01-11,9999-01-01,Engineer
Gregory,Collavizza,1965-01-25,1987-09-09,9999-01-01,Senior Staff
Shaowen,Poulakidas,1965-01-29,1987-04-15,9999-01-01,Senior Staff
Tsvetan,Sherertz,1965-01-03,1989-08-07,9999-01-01,Assistant Engineer
Shigehiro,Oxenboll,1965-01-09,1986-02-26,9999-01-01,Senior Engineer
Lalit,Blokdijk,1965-01-26,1999-02-01,9999-01-01,Senior Engineer
Constantijn,Rusterholz,1965-01-19,1998-08-28,1998-11-13,Staff
Danai,Trelles,1965-01-07,1997-08-26,9999-01-01,Technique Leader
Gita,Rodier,1965-01-03,1990-08-24,1994-04-27,Staff
Siamak,Gomatam,1965-01-30,1998-07-08,9999-01-01,Engineer
Faiza,Bach,1965-01-04,1999-09-13,9999-01-01,Engineer
Ebru,Doering,1965-01-29,1994-08-27,2001-04-06,Assistant Engineer
Uriel,Georg,1965-01-13,1991-06-08,1999-06-22,Senior Staff
Menkae,Showalter,1965-01-23,1996-08-09,9999-01-01,Engineer
Khatoun,Pulkowski,1965-01-09,1998-01-11,2002-01-09,Engineer
Masaru,Huhdanpaa,1965-01-17,1996-11-23,9999-01-01,Engineer
Shridhar,Chvatal,1965-01-15,1989-10-02,1990-05-09,Staff
Hongzue,Zultner,1965-01-28,1990-02-22,9999-01-01,Senior Staff
Georgi,Bednarek,1965-01-27,1994-03-02,9999-01-01,Engineer
Bernd,Thummel,1965-01-04,1989-08-03,9999-01-01,Assistant Engineer
Ziya,Tokunaga,1965-01-10,1986-01-08,9999-01-01,Engineer
Shuky,Journel,1965-01-02,1985-02-14,1995-04-27,Engineer
Hideyuki,Slaats,1965-01-12,1987-05-30,9999-01-01,Senior Staff
Syozo,Maliniak,1965-01-21,1992-11-09,1993-06-06,Senior Staff
Moti,Steenbeek,1965-01-24,1987-01-22,9999-01-01,Engineer
Fumiya,Griswold,1965-01-15,1986-06-12,9999-01-01,Engineer
Sanjay,Litecky,1965-01-25,1995-08-27,9999-01-01,Engineer
Jungsoon,Bail,1965-01-04,1986-02-18,9999-01-01,Senior Staff
Takanari,Ermel,1965-01-09,1992-01-11,9999-01-01,Senior Staff
Marl,Fiebach,1965-01-12,1994-07-26,9999-01-01,Senior Staff
Claudi,Ruemmler,1965-01-27,1999-08-13,9999-01-01,Staff
Siddarth,Rosiles,1965-01-14,1985-11-18,9999-01-01,Senior Engineer
Ashish,Candan,1965-01-04,1992-02-02,9999-01-01,Senior Staff
Hironobu,Brodie,1965-01-27,1998-12-21,9999-01-01,Engineer
Vesna,Lammel,1965-01-28,1999-10-08,9999-01-01,Assistant Engineer
Caolyn,Ozeri,1965-01-15,1986-07-29,9999-01-01,Engineer
Tomoyuki,Vigier,1965-02-01,1991-07-08,2000-03-08,Senior Staff
Fun,Keirsey,1965-01-01,1985-07-09,9999-01-01,Senior Staff
Kauko,Fujisawa,1965-01-24,1987-09-13,9999-01-01,Engineer
Xuejun,Pfau,1965-01-15,1985-07-24,9999-01-01,Senior Staff
Jacopo,Bellone,1965-01-04,1988-03-13,9999-01-01,Technique Leader
Moon,Pews,1965-01-22,1994-08-06,9999-01-01,Assistant Engineer
Eben,Calkin,1965-01-28,1996-12-19,9999-01-01,Senior Staff
Val,Barvinok,1965-01-04,1990-01-02,9999-01-01,Assistant Engineer
Chiranjit,Serot,1965-01-18,1997-04-04,9999-01-01,Staff
Shawna,Chiodo,1965-01-19,1999-01-22,1999-04-05,Engineer
Kankanahalli,Ciolek,1965-01-17,1989-12-26,9999-01-01,Senior Staff
Shaz,Driscoll,1965-01-29,1998-10-03,9999-01-01,Staff
Mariangiola,Heyers,1965-01-28,1992-08-04,9999-01-01,Technique Leader
Charmane,Simmen,1965-01-03,1989-03-07,9999-01-01,Senior Staff
Pranav,Berztiss,1965-01-25,1990-10-06,1996-09-09,Senior Engineer
Bokyung,Plump,1965-01-02,1986-07-05,1989-04-27,Technique Leader
Dipayan,Geffroy,1965-01-31,1987-09-17,9999-01-01,Senior Engineer
Palash,Spieker,1965-01-02,1991-05-11,9999-01-01,Senior Staff
Kamakshi,Bahl,1965-01-30,1987-12-22,9999-01-01,Senior Engineer
Wilmer,Luke,1965-01-28,1987-02-13,1999-02-15,Technique Leader
Boutros,Awdeh,1965-01-20,1985-11-07,1988-07-11,Staff
Lokesh,Saoudi,1965-01-16,1999-05-25,9999-01-01,Senior Staff
Tesuya,Mansanne,1965-01-13,1993-10-08,1997-06-01,Senior Staff
Cathie,Ratnakar,1965-01-12,1996-06-23,9999-01-01,Senior Staff
Irena,Terkki,1965-01-13,1998-03-11,9999-01-01,Staff
Vasilis,Ginneken,1965-01-16,1985-09-13,1990-04-08,Engineer
Marc,Bahl,1965-01-12,1997-06-18,9999-01-01,Assistant Engineer
Sailaja,Fujisaki,1965-01-13,1995-07-24,9999-01-01,Assistant Engineer
King,Benzmuller,1965-01-11,1986-09-04,9999-01-01,Engineer
Kamakshi,Badache,1965-01-24,1996-06-11,1999-03-11,Staff
Florina,Litecky,1965-01-11,1985-12-02,9999-01-01,Senior Staff
Zita,Syang,1965-02-01,1998-12-29,9999-01-01,Staff
Fumitake,Sichman,1965-01-09,1991-02-21,9999-01-01,Senior Staff
Luisa,Itzfeldt,1965-01-21,1997-01-23,9999-01-01,Engineer
Denny,Shobatake,1965-01-15,1997-06-22,9999-01-01,Senior Staff
Patricio,Itzfeldt,1965-02-01,1985-05-21,9999-01-01,Senior Staff
Hilari,Christ,1965-01-12,1991-01-19,1996-10-07,Senior Staff
Yishai,Sessa,1965-01-04,1996-08-21,2000-09-30,Engineer
Angus,Jullig,1965-01-31,1989-04-13,9999-01-01,Engineer
Kamakshi,Manders,1965-01-28,1995-08-05,9999-01-01,Staff
Poornachandra,Asser,1965-01-09,1993-11-07,9999-01-01,Engineer
Bodo,Halevi,1965-01-10,1996-05-30,9999-01-01,Engineer
Danae,Kragelund,1965-01-27,1987-05-20,9999-01-01,Senior Staff
Oguz,Schurmann,1965-01-16,1986-11-11,9999-01-01,Assistant Engineer
Martins,Shokrollahi,1965-01-30,1986-11-04,9999-01-01,Engineer
Pranay,Kambil,1965-01-16,1999-07-30,2002-04-06,Senior Staff
Florian,Uhrig,1965-01-06,1987-01-31,9999-01-01,Senior Staff
Yannik,Falco,1965-01-13,1988-01-15,9999-01-01,Technique Leader
Shigehito,Duclos,1965-01-20,1987-09-20,9999-01-01,Engineer
Kersti,Granlund,1965-01-21,1995-03-19,9999-01-01,Engineer
Fai,Breugel,1965-01-30,1995-02-27,1999-10-08,Staff
Subhada,Janetzko,1965-01-04,1987-01-25,9999-01-01,Senior Engineer
Jeanna,Rettelbach,1965-01-17,1990-02-14,9999-01-01,Engineer
Weidon,Pollacia,1965-01-28,2002-03-24,9999-01-01,Senior Staff
Toshimitsu,Sluis,1965-01-16,1985-02-18,9999-01-01,Senior Engineer
Muneo,Gunderson,1965-01-01,1985-12-08,1993-09-19,Engineer
Marko,Velardi,1965-01-25,1992-11-22,2001-08-27,Engineer
Deborah,Kaminger,1965-01-07,1988-06-04,9999-01-01,Senior Staff
Krisda,Hainaut,1965-01-19,1995-07-08,9999-01-01,Senior Staff
Jeanna,Bratten,1965-01-10,1990-07-26,9999-01-01,Engineer
Valery,Babb,1965-01-11,1998-10-19,9999-01-01,Senior Engineer
Zengping,Kakkar,1965-01-12,1988-07-22,9999-01-01,Engineer
Anestis,Setlzner,1965-01-09,1985-07-13,9999-01-01,Engineer
Eberhardt,Spelt,1965-01-31,1997-07-05,9999-01-01,Staff
Manu,Junet,1965-01-13,1991-04-20,9999-01-01,Senior Staff
Basem,Beausoleil,1965-01-16,1998-03-16,9999-01-01,Engineer
Jeanne,Kaminger,1965-01-12,1987-07-21,1991-04-21,Engineer
Morris,Fargier,1965-01-02,1988-06-29,9999-01-01,Senior Staff
Yechezkel,Yurov,1965-01-26,1998-11-30,2001-11-16,Senior Engineer
Masami,Merro,1965-01-24,1988-09-23,1999-08-31,Senior Staff
Georgi,Portugali,1965-01-25,1987-09-27,9999-01-01,Technique Leader
Marek,Tomescu,1965-01-09,1995-05-15,9999-01-01,Engineer
Naraig,Snyers,1965-01-23,1986-12-03,1992-05-19,Senior Engineer
Kitty,Kolvik,1965-01-25,1991-10-07,1995-04-29,Engineer
Martien,Ranum,1965-01-30,1993-03-15,1999-05-18,Senior Engineer
Parviz,Picco,1965-01-25,1995-04-16,9999-01-01,Engineer
Malu,Ossenbruggen,1965-02-01,1986-11-21,9999-01-01,Senior Staff
Alexius,Crouzet,1965-01-24,1999-10-05,9999-01-01,Staff
Tommaso,Raczkowsky,1965-01-25,1996-08-29,9999-01-01,Staff
Fei,Erez,1965-02-01,1988-04-02,9999-01-01,Engineer
Shridhar,Chleq,1965-01-01,1986-03-22,9999-01-01,Assistant Engineer
Geoffrey,Ladret,1965-01-05,1994-01-03,9999-01-01,Engineer
Irene,Sethi,1965-01-21,1996-09-06,2000-08-12,Senior Engineer
Tsz,Daescu,1965-01-19,1994-09-28,9999-01-01,Staff
Bikash,Vilarrasa,1965-01-18,1999-03-26,2000-12-29,Staff
Uno,Solares,1965-01-29,1994-09-22,9999-01-01,Senior Staff
Mayuri,Werthner,1965-01-13,2001-02-20,9999-01-01,Senior Staff
Yongqiao,Cochrane,1965-01-09,1986-10-27,9999-01-01,Senior Staff
Jolita,Claffy,1965-01-26,1993-12-24,9999-01-01,Senior Engineer
Sahrah,Mitchem,1965-01-10,1991-03-28,2002-05-18,Senior Staff
Willard,Verspoor,1965-01-06,1999-02-28,9999-01-01,Engineer
Etsuo,Andreotta,1965-01-23,1992-03-28,2000-06-23,Engineer
Dekang,Tsunoo,1965-01-15,1995-01-19,9999-01-01,Technique Leader
Frazer,Candan,1965-01-15,1999-03-05,9999-01-01,Senior Engineer
Divier,Ishibashi,1965-02-01,1989-09-22,9999-01-01,Engineer
Xiadong,McClurg,1965-01-11,1985-09-17,9999-01-01,Senior Staff
Duri,Mitina,1965-01-08,1990-03-04,9999-01-01,Engineer
Kazuhisa,Riesenhuber,1965-01-19,1992-10-06,9999-01-01,Senior Engineer
Tonia,Shigei,1965-01-01,1993-03-13,1997-01-12,Staff
Gudjon,Kalorkoti,1965-01-18,1994-04-14,9999-01-01,Engineer
Kitty,Halloran,1965-01-14,1997-11-20,2002-01-18,Staff
Ronnie,Denos,1965-01-17,1992-06-08,9999-01-01,Engineer
Koichi,Grabner,1965-01-06,2000-04-05,9999-01-01,Senior Engineer
Otmar,Brandsma,1965-01-29,1987-05-28,9999-01-01,Engineer
Martine,Cangellaris,1965-01-08,1992-04-28,9999-01-01,Engineer
Goncalo,Barbanera,1965-01-08,1996-09-01,9999-01-01,Senior Staff
Weiwu,Lamma,1965-01-09,1997-11-05,2000-11-26,Staff
Anneli,Pappas,1965-02-01,1998-07-04,1998-09-19,Engineer
Geoff,Peck,1965-01-02,1999-01-08,1999-03-26,Staff
Mitsuyuki,Jeansoulin,1965-01-15,1999-10-28,9999-01-01,Senior Engineer
Leen,Peak,1965-01-03,1999-11-20,9999-01-01,Engineer
Hsiangchu,Taubenfeld,1965-01-26,1993-04-17,9999-01-01,Senior Staff
Mototsugu,Prampolini,1965-01-09,1988-06-12,9999-01-01,Senior Staff
Elvia,Schwartzburd,1965-01-20,1991-10-16,1995-08-25,Engineer
Remco,Duclos,1965-01-05,1988-04-18,9999-01-01,Senior Staff
Harjit,Ernst,1965-01-02,1992-04-26,9999-01-01,Technique Leader
Mohamadou,Grabner,1965-01-09,1991-11-25,9999-01-01,Senior Staff
Marco,Jahnichen,1965-01-24,1995-03-28,9999-01-01,Senior Staff
Tadanori,Msuda,1965-01-31,1993-02-20,9999-01-01,Engineer
Wuxu,Kuhnemann,1965-01-17,1997-08-19,9999-01-01,Engineer
Somnath,Bierbaum,1965-01-22,1996-12-05,2000-12-22,Senior Staff
Bernd,Anick,1965-01-03,1988-11-19,9999-01-01,Senior Engineer
Elliott,Copas,1965-01-22,1994-09-13,9999-01-01,Engineer
Ipke,Schneeberger,1965-01-21,1985-09-20,9999-01-01,Engineer
Chinho,Delgrande,1965-01-06,1996-11-07,9999-01-01,Senior Staff
Aris,Sambasivam,1965-01-05,1988-02-21,1998-05-20,Engineer
Dayanand,Wielonsky,1965-01-28,1999-02-15,1999-02-28,Staff
Juyoung,Willoner,1965-01-17,1989-11-03,9999-01-01,Senior Staff
Prasadram,Piazza,1965-01-20,1987-06-05,1997-11-04,Engineer
Juyoung,Peltason,1965-01-03,1998-09-01,9999-01-01,Assistant Engineer
Ewing,Baak,1965-01-28,1993-10-05,1993-10-19,Engineer
Shigeo,Emmart,1965-01-22,1995-12-24,9999-01-01,Assistant Engineer
Conal,Shackell,1965-01-19,1986-01-25,1995-02-23,Senior Staff
Mrinalini,Bierbaum,1965-01-21,1986-03-12,9999-01-01,Engineer
Alain,Lieberherr,1965-01-08,1987-05-11,9999-01-01,Engineer
Nectarios,Itschner,1965-01-29,1990-03-02,9999-01-01,Engineer
Adamantios,Heemskerk,1965-01-22,1986-08-08,9999-01-01,Senior Staff
Laurentiu,Morton,1965-01-22,1998-12-21,1999-12-23,Engineer
Kannan,Meriste,1965-01-15,1992-08-12,9999-01-01,Senior Engineer
Nathalie,Luke,1965-01-28,1987-09-16,9999-01-01,Assistant Engineer
Tokuyasu,Xiaoshan,1965-01-14,1991-09-19,9999-01-01,Engineer
Gio,Orsini,1965-01-02,1988-12-07,9999-01-01,Senior Staff
Shooichi,Vandervoorde,1965-01-03,1996-08-16,9999-01-01,Engineer
Valeska,Rosenbaum,1965-01-26,1994-05-18,1997-01-13,Senior Engineer
Bouchung,Zaumen,1965-01-03,1999-01-29,9999-01-01,Senior Staff
Josyula,Motley,1965-01-03,1992-09-05,1996-03-26,Senior Engineer
Oscar,Oppitz,1965-01-08,1995-06-30,2002-07-27,Senior Staff
Arvin,Pusterhofer,1965-01-08,1995-03-02,9999-01-01,Engineer
Danel,Petereit,1965-01-24,1985-02-21,9999-01-01,Engineer
Kazuhiko,Gornas,1965-01-02,1993-05-20,9999-01-01,Senior Engineer
Kazuhide,Snedden,1965-01-27,1996-06-14,9999-01-01,Senior Engineer
Michaela,Otillio,1965-01-11,1994-01-05,9999-01-01,Engineer
Gino,Uehara,1965-01-07,1988-02-17,1991-04-09,Senior Staff
Arunachalam,Magliocco,1965-01-20,1987-12-23,9999-01-01,Senior Staff
Ymte,Dalton,1965-02-01,1992-11-22,9999-01-01,Senior Staff
Heon,Broomell,1965-01-15,1998-05-06,9999-01-01,Staff
Nikolaos,Bamford,1965-01-22,1986-02-25,1997-09-23,Engineer
Ung,Orlowski,1965-01-29,1991-07-22,9999-01-01,Senior Staff
Susuma,Kitsuregawa,1965-01-27,1985-05-28,9999-01-01,Engineer
Mariangiola,Bolsens,1965-01-28,1985-06-15,9999-01-01,Senior Staff
Mabhin,Eastman,1965-01-06,1989-08-02,9999-01-01,Senior Staff
Hidde,Riexinger,1965-01-02,1986-11-18,1996-08-20,Engineer
Atilio,Rajala,1965-01-10,1999-12-01,2001-07-27,Technique Leader
Frazer,Barbanera,1965-01-19,1986-11-04,9999-01-01,Senior Staff
Willard,Morrin,1965-01-06,1996-05-27,9999-01-01,Senior Staff
Raimond,Solovay,1965-01-04,1997-10-03,9999-01-01,Staff
Shawna,Krider,1965-01-17,1990-03-09,9999-01-01,Senior Staff
Khosrow,Erez,1965-01-29,1990-02-11,9999-01-01,Senior Staff
Niranjan,Lamba,1965-01-30,1997-11-16,1998-10-10,Staff
Shigeaki,Butner,1965-01-26,1996-07-13,9999-01-01,Senior Staff
Garnik,Randt,1965-01-14,1989-12-23,9999-01-01,Senior Staff
Aemilian,Zedlitz,1965-01-28,1988-12-23,1993-07-16,Engineer
Zhaofang,Falster,1965-01-07,1994-06-29,9999-01-01,Senior Staff
Mariangiola,Bashian,1965-01-13,1999-09-18,9999-01-01,Engineer
Renny,Bednarek,1965-01-02,1987-06-01,9999-01-01,Senior Staff
Shichao,Thiria,1965-01-03,1989-01-11,9999-01-01,Assistant Engineer
Kenton,Miara,1965-01-08,2002-03-13,9999-01-01,Engineer
Abdulah,Remmele,1965-01-06,1992-09-24,1996-07-21,Staff
Junichi,Rubsam,1965-01-04,1988-10-30,1994-03-11,Senior Engineer
Jagoda,Uhrig,1965-01-18,1995-09-01,9999-01-01,Engineer
Takushi,Strehl,1965-01-20,1988-10-04,9999-01-01,Senior Staff
Uma,Stranks,1965-01-08,1991-09-13,9999-01-01,Senior Staff
Joydip,Krone,1965-01-19,1995-02-08,9999-01-01,Engineer
Tsutomu,Tetzlaff,1965-01-31,1987-09-24,9999-01-01,Senior Staff
Constantijn,Lichtman,1965-01-27,1994-06-26,9999-01-01,Senior Staff
Heping,Monarch,1965-01-04,1988-04-15,9999-01-01,Senior Staff
Wojceich,Butterworth,1965-01-02,1996-08-29,1999-11-16,Senior Engineer
Mariusz,Tokunaga,1965-01-30,1985-02-11,9999-01-01,Senior Engineer
Seshu,Kolvik,1965-01-01,1988-12-09,9999-01-01,Technique Leader
Danco,Luff,1965-01-14,1997-10-30,9999-01-01,Engineer
Kagan,Dredge,1965-02-01,1994-02-26,9999-01-01,Engineer
Changho,Veevers,1965-01-10,1997-03-03,9999-01-01,Senior Staff
Nathan,Vendrig,1965-01-10,1990-08-20,1997-03-22,Engineer
Theron,Itschner,1965-01-19,1985-05-16,9999-01-01,Senior Staff
Jacqueline,Zallocco,1965-01-24,1987-12-17,9999-01-01,Senior Staff
Salvador,Peres,1965-01-01,1995-04-24,1996-02-05,Staff
Xuejun,Reeker,1965-01-19,1988-11-18,9999-01-01,Senior Staff
Vasilis,Waleschkowski,1965-01-11,1996-05-26,9999-01-01,Engineer
Moni,Staudhammer,1965-01-03,1999-03-23,9999-01-01,Engineer
Alagu,Vieri,1965-01-18,1986-08-23,9999-01-01,Senior Staff
Paddy,Zumaque,1965-01-03,1995-11-12,9999-01-01,Senior Staff
Yongdong,Jiang,1965-01-18,1990-10-13,1995-01-31,Senior Staff
Paris,Range,1965-01-15,1989-10-25,9999-01-01,Senior Staff
Guther,Conia,1965-01-30,1999-02-13,9999-01-01,Engineer
Jahangir,Kroft,1965-01-19,1990-06-11,9999-01-01,Senior Staff
Shahaf,Luce,1965-01-16,1999-04-06,9999-01-01,Senior Staff
Kaijung,Mateescu,1965-01-10,1987-11-18,9999-01-01,Senior Staff
Supot,Badache,1965-01-17,1996-08-17,9999-01-01,Engineer
Danco,Rajala,1965-01-31,1991-03-29,9999-01-01,Senior Staff
Serap,Bahi,1965-01-29,1986-05-15,1990-05-04,Engineer
Zejun,Broomell,1965-01-13,1995-01-19,9999-01-01,Engineer
Xudong,Muntz,1965-01-03,1991-03-08,1996-04-02,Engineer
Karsten,Kawashima,1965-01-07,1994-03-15,9999-01-01,Engineer
Huican,Lunn,1965-01-07,1986-07-23,9999-01-01,Senior Staff
